currency_code,display_name,distance,duration,estimate,high_estimate,localized_display_name,low_estimate,minimum,product_id,surge_multiplier,lat,lng,time
USD,uberWAV,0.0,0,$8-9,9.0,uberWAV,8.0,9.0,2832a1f5-cfc0-48bb-ab76-7ea7a62060e7,1.0,37.803337,-122.479829071,2016-04-18 17:13:53.849313
,uberTAXI,0.0,0,Metered,,uberTAXI,,,3ab64887-4842-4c8e-9780-ccecd3a0391d,1.0,37.803337,-122.479829071,2016-04-18 17:13:53.849313
USD,uberX,0.0,0,$6-7,7.0,uberX,6.0,7.0,a1111c8c-c720-46c3-8534-2fcdd730040d,1.0,37.734883,-122.470608429,2016-04-18 17:13:54.789072
USD,uberXL,0.0,0,$8-9,9.0,uberXL,8.0,9.0,821415d8-3bd5-4e27-9604-194e4359a449,1.0,37.734883,-122.470608429,2016-04-18 17:13:54.789072
USD,uberSELECT,0.0,0,$12-13,13.0,uberSELECT,12.0,12.0,57c0ff4e-1493-4ef9-a4df-6b961525cf92,1.2,37.734883,-122.470608429,2016-04-18 17:13:54.789072
USD,UberBLACK,0.0,0,$15,15.0,UberBLACK,15.0,15.0,d4abaae7-f4d6-4152-91cc-77523e8165a4,1.0,37.734883,-122.470608429,2016-04-18 17:13:54.789072
USD,UberSUV,0.0,0,$25,25.0,UberSUV,25.0,25.0,8920cb5e-51a4-4fa4-acdf-dd86c5e18ae0,1.0,37.734883,-122.470608429,2016-04-18 17:13:54.789072
USD,ASSIST,0.0,0,$6-7,7.0,ASSIST,6.0,7.0,ff5ed8fe-6585-4803-be13-3ca541235de3,1.0,37.734883,-122.470608429,2016-04-18 17:13:54.789072
USD,uberWAV,0.0,0,$8-9,9.0,uberWAV,8.0,9.0,2832a1f5-cfc0-48bb-ab76-7ea7a62060e7,1.0,37.734883,-122.470608429,2016-04-18 17:13:54.789072
,uberTAXI,0.0,0,Metered,,uberTAXI,,,3ab64887-4842-4c8e-9780-ccecd3a0391d,1.0,37.734883,-122.470608429,2016-04-18 17:13:54.789072
USD,uberX,0.0,0,$6-7,7.0,uberX,6.0,7.0,a1111c8c-c720-46c3-8534-2fcdd730040d,1.0,37.7397725714,-122.470608429,2016-04-18 17:13:55.729032
USD,uberXL,0.0,0,$8-9,9.0,uberXL,8.0,9.0,821415d8-3bd5-4e27-9604-194e4359a449,1.0,37.7397725714,-122.470608429,2016-04-18 17:13:55.729032
USD,uberSELECT,0.0,0,$12-13,13.0,uberSELECT,12.0,12.0,57c0ff4e-1493-4ef9-a4df-6b961525cf92,1.2,37.7397725714,-122.470608429,2016-04-18 17:13:55.729032
USD,UberBLACK,0.0,0,$15,15.0,UberBLACK,15.0,15.0,d4abaae7-f4d6-4152-91cc-77523e8165a4,1.0,37.7397725714,-122.470608429,2016-04-18 17:13:55.729032
USD,UberSUV,0.0,0,$25,25.0,UberSUV,25.0,25.0,8920cb5e-51a4-4fa4-acdf-dd86c5e18ae0,1.0,37.7397725714,-122.470608429,2016-04-18 17:13:55.729032
USD,ASSIST,0.0,0,$6-7,7.0,ASSIST,6.0,7.0,ff5ed8fe-6585-4803-be13-3ca541235de3,1.0,37.7397725714,-122.470608429,2016-04-18 17:13:55.729032
USD,uberWAV,0.0,0,$8-9,9.0,uberWAV,8.0,9.0,2832a1f5-cfc0-48bb-ab76-7ea7a62060e7,1.0,37.7397725714,-122.470608429,2016-04-18 17:13:55.729032
,uberTAXI,0.0,0,Metered,,uberTAXI,,,3ab64887-4842-4c8e-9780-ccecd3a0391d,1.0,37.7397725714,-122.470608429,2016-04-18 17:13:55.729032
USD,uberX,0.0,0,$6-7,7.0,uberX,6.0,7.0,a1111c8c-c720-46c3-8534-2fcdd730040d,1.0,37.7446621429,-122.470608429,2016-04-18 17:13:56.496123
USD,uberXL,0.0,0,$8-9,9.0,uberXL,8.0,9.0,821415d8-3bd5-4e27-9604-194e4359a449,1.0,37.7446621429,-122.470608429,2016-04-18 17:13:56.496123
USD,uberSELECT,0.0,0,$12-13,13.0,uberSELECT,12.0,12.0,57c0ff4e-1493-4ef9-a4df-6b961525cf92,1.2,37.7446621429,-122.470608429,2016-04-18 17:13:56.496123
USD,UberBLACK,0.0,0,$15,15.0,UberBLACK,15.0,15.0,d4abaae7-f4d6-4152-91cc-77523e8165a4,1.0,37.7446621429,-122.470608429,2016-04-18 17:13:56.496123
USD,UberSUV,0.0,0,$25,25.0,UberSUV,25.0,25.0,8920cb5e-51a4-4fa4-acdf-dd86c5e18ae0,1.0,37.7446621429,-122.470608429,2016-04-18 17:13:56.496123
USD,ASSIST,0.0,0,$6-7,7.0,ASSIST,6.0,7.0,ff5ed8fe-6585-4803-be13-3ca541235de3,1.0,37.7446621429,-122.470608429,2016-04-18 17:13:56.496123
USD,uberWAV,0.0,0,$8-9,9.0,uberWAV,8.0,9.0,2832a1f5-cfc0-48bb-ab76-7ea7a62060e7,1.0,37.7446621429,-122.470608429,2016-04-18 17:13:56.496123
,uberTAXI,0.0,0,Metered,,uberTAXI,,,3ab64887-4842-4c8e-9780-ccecd3a0391d,1.0,37.7446621429,-122.470608429,2016-04-18 17:13:56.496123
USD,uberX,0.0,0,$6-7,7.0,uberX,6.0,7.0,a1111c8c-c720-46c3-8534-2fcdd730040d,1.0,37.7495517143,-122.470608429,2016-04-18 17:13:57.400898
USD,uberXL,0.0,0,$8-9,9.0,uberXL,8.0,9.0,821415d8-3bd5-4e27-9604-194e4359a449,1.0,37.7495517143,-122.470608429,2016-04-18 17:13:57.400898
USD,uberSELECT,0.0,0,$12-13,13.0,uberSELECT,12.0,12.0,57c0ff4e-1493-4ef9-a4df-6b961525cf92,1.2,37.7495517143,-122.470608429,2016-04-18 17:13:57.400898
USD,UberBLACK,0.0,0,$15,15.0,UberBLACK,15.0,15.0,d4abaae7-f4d6-4152-91cc-77523e8165a4,1.0,37.7495517143,-122.470608429,2016-04-18 17:13:57.400898
USD,UberSUV,0.0,0,$25,25.0,UberSUV,25.0,25.0,8920cb5e-51a4-4fa4-acdf-dd86c5e18ae0,1.0,37.7495517143,-122.470608429,2016-04-18 17:13:57.400898
USD,ASSIST,0.0,0,$6-7,7.0,ASSIST,6.0,7.0,ff5ed8fe-6585-4803-be13-3ca541235de3,1.0,37.7495517143,-122.470608429,2016-04-18 17:13:57.400898
USD,uberWAV,0.0,0,$8-9,9.0,uberWAV,8.0,9.0,2832a1f5-cfc0-48bb-ab76-7ea7a62060e7,1.0,37.7495517143,-122.470608429,2016-04-18 17:13:57.400898
,uberTAXI,0.0,0,Metered,,uberTAXI,,,3ab64887-4842-4c8e-9780-ccecd3a0391d,1.0,37.7495517143,-122.470608429,2016-04-18 17:13:57.400898
USD,uberX,0.0,0,$7-8,8.0,uberX,7.0,8.0,a1111c8c-c720-46c3-8534-2fcdd730040d,1.2,37.7544412857,-122.470608429,2016-04-18 17:13:58.236610
USD,uberXL,0.0,0,$18-19,19.0,uberXL,18.0,18.0,821415d8-3bd5-4e27-9604-194e4359a449,2.4,37.7544412857,-122.470608429,2016-04-18 17:13:58.236610
USD,uberSELECT,0.0,0,$18-19,19.0,uberSELECT,18.0,19.0,57c0ff4e-1493-4ef9-a4df-6b961525cf92,1.9,37.7544412857,-122.470608429,2016-04-18 17:13:58.236610
USD,UberBLACK,0.0,0,$15,15.0,UberBLACK,15.0,15.0,d4abaae7-f4d6-4152-91cc-77523e8165a4,1.0,37.7544412857,-122.470608429,2016-04-18 17:13:58.236610
USD,UberSUV,0.0,0,$25,25.0,UberSUV,25.0,25.0,8920cb5e-51a4-4fa4-acdf-dd86c5e18ae0,1.0,37.7544412857,-122.470608429,2016-04-18 17:13:58.236610
USD,ASSIST,0.0,0,$7-8,8.0,ASSIST,7.0,8.0,ff5ed8fe-6585-4803-be13-3ca541235de3,1.2,37.7544412857,-122.470608429,2016-04-18 17:13:58.236610
USD,uberWAV,0.0,0,$9-10,10.0,uberWAV,9.0,10.0,2832a1f5-cfc0-48bb-ab76-7ea7a62060e7,1.2,37.7544412857,-122.470608429,2016-04-18 17:13:58.236610
,uberTAXI,0.0,0,Metered,,uberTAXI,,,3ab64887-4842-4c8e-9780-ccecd3a0391d,1.0,37.7544412857,-122.470608429,2016-04-18 17:13:58.236610
USD,uberX,0.0,0,$6-7,7.0,uberX,6.0,7.0,a1111c8c-c720-46c3-8534-2fcdd730040d,1.0,37.7593308571,-122.470608429,2016-04-18 17:13:59.071488
USD,uberXL,0.0,0,$18-19,19.0,uberXL,18.0,18.0,821415d8-3bd5-4e27-9604-194e4359a449,2.4,37.7593308571,-122.470608429,2016-04-18 17:13:59.071488
USD,uberSELECT,0.0,0,$18-19,19.0,uberSELECT,18.0,19.0,57c0ff4e-1493-4ef9-a4df-6b961525cf92,1.9,37.7593308571,-122.470608429,2016-04-18 17:13:59.071488
USD,UberBLACK,0.0,0,$15,15.0,UberBLACK,15.0,15.0,d4abaae7-f4d6-4152-91cc-77523e8165a4,1.0,37.7593308571,-122.470608429,2016-04-18 17:13:59.071488
USD,UberSUV,0.0,0,$25,25.0,UberSUV,25.0,25.0,8920cb5e-51a4-4fa4-acdf-dd86c5e18ae0,1.0,37.7593308571,-122.470608429,2016-04-18 17:13:59.071488
USD,ASSIST,0.0,0,$6-7,7.0,ASSIST,6.0,7.0,ff5ed8fe-6585-4803-be13-3ca541235de3,1.0,37.7593308571,-122.470608429,2016-04-18 17:13:59.071488
USD,uberWAV,0.0,0,$8-9,9.0,uberWAV,8.0,9.0,2832a1f5-cfc0-48bb-ab76-7ea7a62060e7,1.0,37.7593308571,-122.470608429,2016-04-18 17:13:59.071488
,uberTAXI,0.0,0,Metered,,uberTAXI,,,3ab64887-4842-4c8e-9780-ccecd3a0391d,1.0,37.7593308571,-122.470608429,2016-04-18 17:13:59.071488
USD,uberX,0.0,0,$7-8,8.0,uberX,7.0,8.0,a1111c8c-c720-46c3-8534-2fcdd730040d,1.2,37.7642204286,-122.470608429,2016-04-18 17:13:59.871407
USD,uberXL,0.0,0,$18-19,19.0,uberXL,18.0,18.0,821415d8-3bd5-4e27-9604-194e4359a449,2.4,37.7642204286,-122.470608429,2016-04-18 17:13:59.871407
USD,uberSELECT,0.0,0,$18-19,19.0,uberSELECT,18.0,19.0,57c0ff4e-1493-4ef9-a4df-6b961525cf92,1.9,37.7642204286,-122.470608429,2016-04-18 17:13:59.871407
USD,UberBLACK,0.0,0,$15,15.0,UberBLACK,15.0,15.0,d4abaae7-f4d6-4152-91cc-77523e8165a4,1.0,37.7642204286,-122.470608429,2016-04-18 17:13:59.871407
USD,UberSUV,0.0,0,$25,25.0,UberSUV,25.0,25.0,8920cb5e-51a4-4fa4-acdf-dd86c5e18ae0,1.0,37.7642204286,-122.470608429,2016-04-18 17:13:59.871407
USD,ASSIST,0.0,0,$7-8,8.0,ASSIST,7.0,8.0,ff5ed8fe-6585-4803-be13-3ca541235de3,1.2,37.7642204286,-122.470608429,2016-04-18 17:13:59.871407
USD,uberWAV,0.0,0,$9-10,10.0,uberWAV,9.0,10.0,2832a1f5-cfc0-48bb-ab76-7ea7a62060e7,1.2,37.7642204286,-122.470608429,2016-04-18 17:13:59.871407
,uberTAXI,0.0,0,Metered,,uberTAXI,,,3ab64887-4842-4c8e-9780-ccecd3a0391d,1.0,37.7642204286,-122.470608429,2016-04-18 17:13:59.871407
USD,uberX,0.0,0,$6-7,7.0,uberX,6.0,7.0,a1111c8c-c720-46c3-8534-2fcdd730040d,1.0,37.76911,-122.470608429,2016-04-18 17:14:00.742813
USD,uberXL,0.0,0,$18-19,19.0,uberXL,18.0,18.0,821415d8-3bd5-4e27-9604-194e4359a449,2.4,37.76911,-122.470608429,2016-04-18 17:14:00.742813
USD,uberSELECT,0.0,0,$18-19,19.0,uberSELECT,18.0,19.0,57c0ff4e-1493-4ef9-a4df-6b961525cf92,1.9,37.76911,-122.470608429,2016-04-18 17:14:00.742813
USD,UberBLACK,0.0,0,$15,15.0,UberBLACK,15.0,15.0,d4abaae7-f4d6-4152-91cc-77523e8165a4,1.0,37.76911,-122.470608429,2016-04-18 17:14:00.742813
USD,UberSUV,0.0,0,$25,25.0,UberSUV,25.0,25.0,8920cb5e-51a4-4fa4-acdf-dd86c5e18ae0,1.0,37.76911,-122.470608429,2016-04-18 17:14:00.742813
USD,ASSIST,0.0,0,$6-7,7.0,ASSIST,6.0,7.0,ff5ed8fe-6585-4803-be13-3ca541235de3,1.0,37.76911,-122.470608429,2016-04-18 17:14:00.742813
USD,uberWAV,0.0,0,$8-9,9.0,uberWAV,8.0,9.0,2832a1f5-cfc0-48bb-ab76-7ea7a62060e7,1.0,37.76911,-122.470608429,2016-04-18 17:14:00.742813
,uberTAXI,0.0,0,Metered,,uberTAXI,,,3ab64887-4842-4c8e-9780-ccecd3a0391d,1.0,37.76911,-122.470608429,2016-04-18 17:14:00.742813
USD,uberX,0.0,0,$7-8,8.0,uberX,7.0,8.0,a1111c8c-c720-46c3-8534-2fcdd730040d,1.2,37.7739995714,-122.470608429,2016-04-18 17:14:01.579057
USD,uberXL,0.0,0,$14-15,15.0,uberXL,14.0,15.0,821415d8-3bd5-4e27-9604-194e4359a449,1.9,37.7739995714,-122.470608429,2016-04-18 17:14:01.579057
USD,uberSELECT,0.0,0,$13-14,14.0,uberSELECT,13.0,13.0,57c0ff4e-1493-4ef9-a4df-6b961525cf92,1.3,37.7739995714,-122.470608429,2016-04-18 17:14:01.579057
USD,UberBLACK,0.0,0,$15,15.0,UberBLACK,15.0,15.0,d4abaae7-f4d6-4152-91cc-77523e8165a4,1.0,37.7739995714,-122.470608429,2016-04-18 17:14:01.579057
USD,UberSUV,0.0,0,$25,25.0,UberSUV,25.0,25.0,8920cb5e-51a4-4fa4-acdf-dd86c5e18ae0,1.0,37.7739995714,-122.470608429,2016-04-18 17:14:01.579057
USD,ASSIST,0.0,0,$7-8,8.0,ASSIST,7.0,8.0,ff5ed8fe-6585-4803-be13-3ca541235de3,1.2,37.7739995714,-122.470608429,2016-04-18 17:14:01.579057
USD,uberWAV,0.0,0,$9-10,10.0,uberWAV,9.0,10.0,2832a1f5-cfc0-48bb-ab76-7ea7a62060e7,1.2,37.7739995714,-122.470608429,2016-04-18 17:14:01.579057
,uberTAXI,0.0,0,Metered,,uberTAXI,,,3ab64887-4842-4c8e-9780-ccecd3a0391d,1.0,37.7739995714,-122.470608429,2016-04-18 17:14:01.579057
USD,uberX,0.0,0,$6-7,7.0,uberX,6.0,7.0,a1111c8c-c720-46c3-8534-2fcdd730040d,1.0,37.7788891429,-122.470608429,2016-04-18 17:14:02.413884
USD,uberXL,0.0,0,$14-15,15.0,uberXL,14.0,15.0,821415d8-3bd5-4e27-9604-194e4359a449,1.9,37.7788891429,-122.470608429,2016-04-18 17:14:02.413884
USD,uberSELECT,0.0,0,$13-14,14.0,uberSELECT,13.0,13.0,57c0ff4e-1493-4ef9-a4df-6b961525cf92,1.3,37.7788891429,-122.470608429,2016-04-18 17:14:02.413884
USD,UberBLACK,0.0,0,$15,15.0,UberBLACK,15.0,15.0,d4abaae7-f4d6-4152-91cc-77523e8165a4,1.0,37.7788891429,-122.470608429,2016-04-18 17:14:02.413884
USD,UberSUV,0.0,0,$25,25.0,UberSUV,25.0,25.0,8920cb5e-51a4-4fa4-acdf-dd86c5e18ae0,1.0,37.7788891429,-122.470608429,2016-04-18 17:14:02.413884
USD,ASSIST,0.0,0,$6-7,7.0,ASSIST,6.0,7.0,ff5ed8fe-6585-4803-be13-3ca541235de3,1.0,37.7788891429,-122.470608429,2016-04-18 17:14:02.413884
USD,uberWAV,0.0,0,$8-9,9.0,uberWAV,8.0,9.0,2832a1f5-cfc0-48bb-ab76-7ea7a62060e7,1.0,37.7788891429,-122.470608429,2016-04-18 17:14:02.413884
,uberTAXI,0.0,0,Metered,,uberTAXI,,,3ab64887-4842-4c8e-9780-ccecd3a0391d,1.0,37.7788891429,-122.470608429,2016-04-18 17:14:02.413884
USD,uberX,0.0,0,$6-7,7.0,uberX,6.0,7.0,a1111c8c-c720-46c3-8534-2fcdd730040d,1.0,37.7837787143,-122.470608429,2016-04-18 17:14:03.458718
USD,uberXL,0.0,0,$14-15,15.0,uberXL,14.0,15.0,821415d8-3bd5-4e27-9604-194e4359a449,1.9,37.7837787143,-122.470608429,2016-04-18 17:14:03.458718
USD,uberSELECT,0.0,0,$13-14,14.0,uberSELECT,13.0,13.0,57c0ff4e-1493-4ef9-a4df-6b961525cf92,1.3,37.7837787143,-122.470608429,2016-04-18 17:14:03.458718
USD,UberBLACK,0.0,0,$15,15.0,UberBLACK,15.0,15.0,d4abaae7-f4d6-4152-91cc-77523e8165a4,1.0,37.7837787143,-122.470608429,2016-04-18 17:14:03.458718
USD,UberSUV,0.0,0,$25,25.0,UberSUV,25.0,25.0,8920cb5e-51a4-4fa4-acdf-dd86c5e18ae0,1.0,37.7837787143,-122.470608429,2016-04-18 17:14:03.458718
USD,ASSIST,0.0,0,$6-7,7.0,ASSIST,6.0,7.0,ff5ed8fe-6585-4803-be13-3ca541235de3,1.0,37.7837787143,-122.470608429,2016-04-18 17:14:03.458718
USD,uberWAV,0.0,0,$8-9,9.0,uberWAV,8.0,9.0,2832a1f5-cfc0-48bb-ab76-7ea7a62060e7,1.0,37.7837787143,-122.470608429,2016-04-18 17:14:03.458718
,uberTAXI,0.0,0,Metered,,uberTAXI,,,3ab64887-4842-4c8e-9780-ccecd3a0391d,1.0,37.7837787143,-122.470608429,2016-04-18 17:14:03.458718
USD,uberX,0.0,0,$6-7,7.0,uberX,6.0,7.0,a1111c8c-c720-46c3-8534-2fcdd730040d,1.0,37.7886682857,-122.470608429,2016-04-18 17:14:04.294173
USD,uberXL,0.0,0,$14-15,15.0,uberXL,14.0,15.0,821415d8-3bd5-4e27-9604-194e4359a449,1.9,37.7886682857,-122.470608429,2016-04-18 17:14:04.294173
USD,uberSELECT,0.0,0,$13-14,14.0,uberSELECT,13.0,13.0,57c0ff4e-1493-4ef9-a4df-6b961525cf92,1.3,37.7886682857,-122.470608429,2016-04-18 17:14:04.294173
USD,UberBLACK,0.0,0,$15,15.0,UberBLACK,15.0,15.0,d4abaae7-f4d6-4152-91cc-77523e8165a4,1.0,37.7886682857,-122.470608429,2016-04-18 17:14:04.294173
USD,UberSUV,0.0,0,$25,25.0,UberSUV,25.0,25.0,8920cb5e-51a4-4fa4-acdf-dd86c5e18ae0,1.0,37.7886682857,-122.470608429,2016-04-18 17:14:04.294173
USD,ASSIST,0.0,0,$6-7,7.0,ASSIST,6.0,7.0,ff5ed8fe-6585-4803-be13-3ca541235de3,1.0,37.7886682857,-122.470608429,2016-04-18 17:14:04.294173
USD,uberWAV,0.0,0,$8-9,9.0,uberWAV,8.0,9.0,2832a1f5-cfc0-48bb-ab76-7ea7a62060e7,1.0,37.7886682857,-122.470608429,2016-04-18 17:14:04.294173
,uberTAXI,0.0,0,Metered,,uberTAXI,,,3ab64887-4842-4c8e-9780-ccecd3a0391d,1.0,37.7886682857,-122.470608429,2016-04-18 17:14:04.294173
USD,uberX,0.0,0,$6-7,7.0,uberX,6.0,7.0,a1111c8c-c720-46c3-8534-2fcdd730040d,1.0,37.7935578571,-122.470608429,2016-04-18 17:14:05.129732
USD,uberXL,0.0,0,$14-15,15.0,uberXL,14.0,15.0,821415d8-3bd5-4e27-9604-194e4359a449,1.9,37.7935578571,-122.470608429,2016-04-18 17:14:05.129732
USD,uberSELECT,0.0,0,$13-14,14.0,uberSELECT,13.0,13.0,57c0ff4e-1493-4ef9-a4df-6b961525cf92,1.3,37.7935578571,-122.470608429,2016-04-18 17:14:05.129732
USD,UberBLACK,0.0,0,$15,15.0,UberBLACK,15.0,15.0,d4abaae7-f4d6-4152-91cc-77523e8165a4,1.0,37.7935578571,-122.470608429,2016-04-18 17:14:05.129732
USD,UberSUV,0.0,0,$25,25.0,UberSUV,25.0,25.0,8920cb5e-51a4-4fa4-acdf-dd86c5e18ae0,1.0,37.7935578571,-122.470608429,2016-04-18 17:14:05.129732
USD,ASSIST,0.0,0,$6-7,7.0,ASSIST,6.0,7.0,ff5ed8fe-6585-4803-be13-3ca541235de3,1.0,37.7935578571,-122.470608429,2016-04-18 17:14:05.129732
USD,uberWAV,0.0,0,$8-9,9.0,uberWAV,8.0,9.0,2832a1f5-cfc0-48bb-ab76-7ea7a62060e7,1.0,37.7935578571,-122.470608429,2016-04-18 17:14:05.129732
,uberTAXI,0.0,0,Metered,,uberTAXI,,,3ab64887-4842-4c8e-9780-ccecd3a0391d,1.0,37.7935578571,-122.470608429,2016-04-18 17:14:05.129732
USD,uberX,0.0,0,$6-7,7.0,uberX,6.0,7.0,a1111c8c-c720-46c3-8534-2fcdd730040d,1.0,37.7984474286,-122.470608429,2016-04-18 17:14:05.965005
USD,uberXL,0.0,0,$14-15,15.0,uberXL,14.0,15.0,821415d8-3bd5-4e27-9604-194e4359a449,1.9,37.7984474286,-122.470608429,2016-04-18 17:14:05.965005
USD,uberSELECT,0.0,0,$13-14,14.0,uberSELECT,13.0,13.0,57c0ff4e-1493-4ef9-a4df-6b961525cf92,1.3,37.7984474286,-122.470608429,2016-04-18 17:14:05.965005
USD,UberBLACK,0.0,0,$15,15.0,UberBLACK,15.0,15.0,d4abaae7-f4d6-4152-91cc-77523e8165a4,1.0,37.7984474286,-122.470608429,2016-04-18 17:14:05.965005
USD,UberSUV,0.0,0,$25,25.0,UberSUV,25.0,25.0,8920cb5e-51a4-4fa4-acdf-dd86c5e18ae0,1.0,37.7984474286,-122.470608429,2016-04-18 17:14:05.965005
USD,ASSIST,0.0,0,$6-7,7.0,ASSIST,6.0,7.0,ff5ed8fe-6585-4803-be13-3ca541235de3,1.0,37.7984474286,-122.470608429,2016-04-18 17:14:05.965005
USD,uberWAV,0.0,0,$8-9,9.0,uberWAV,8.0,9.0,2832a1f5-cfc0-48bb-ab76-7ea7a62060e7,1.0,37.7984474286,-122.470608429,2016-04-18 17:14:05.965005
,uberTAXI,0.0,0,Metered,,uberTAXI,,,3ab64887-4842-4c8e-9780-ccecd3a0391d,1.0,37.7984474286,-122.470608429,2016-04-18 17:14:05.965005
USD,uberX,0.0,0,$6-7,7.0,uberX,6.0,7.0,a1111c8c-c720-46c3-8534-2fcdd730040d,1.0,37.803337,-122.470608429,2016-04-18 17:14:07.114160
USD,uberXL,0.0,0,$14-15,15.0,uberXL,14.0,15.0,821415d8-3bd5-4e27-9604-194e4359a449,1.9,37.803337,-122.470608429,2016-04-18 17:14:07.114160
USD,uberSELECT,0.0,0,$13-14,14.0,uberSELECT,13.0,13.0,57c0ff4e-1493-4ef9-a4df-6b961525cf92,1.3,37.803337,-122.470608429,2016-04-18 17:14:07.114160
USD,UberBLACK,0.0,0,$15,15.0,UberBLACK,15.0,15.0,d4abaae7-f4d6-4152-91cc-77523e8165a4,1.0,37.803337,-122.470608429,2016-04-18 17:14:07.114160
USD,UberSUV,0.0,0,$25,25.0,UberSUV,25.0,25.0,8920cb5e-51a4-4fa4-acdf-dd86c5e18ae0,1.0,37.803337,-122.470608429,2016-04-18 17:14:07.114160
USD,ASSIST,0.0,0,$6-7,7.0,ASSIST,6.0,7.0,ff5ed8fe-6585-4803-be13-3ca541235de3,1.0,37.803337,-122.470608429,2016-04-18 17:14:07.114160
USD,uberWAV,0.0,0,$8-9,9.0,uberWAV,8.0,9.0,2832a1f5-cfc0-48bb-ab76-7ea7a62060e7,1.0,37.803337,-122.470608429,2016-04-18 17:14:07.114160
,uberTAXI,0.0,0,Metered,,uberTAXI,,,3ab64887-4842-4c8e-9780-ccecd3a0391d,1.0,37.803337,-122.470608429,2016-04-18 17:14:07.114160
USD,uberX,0.0,0,$6-7,7.0,uberX,6.0,7.0,a1111c8c-c720-46c3-8534-2fcdd730040d,1.0,37.734883,-122.461387786,2016-04-18 17:14:08.158525
USD,uberXL,0.0,0,$8-9,9.0,uberXL,8.0,9.0,821415d8-3bd5-4e27-9604-194e4359a449,1.0,37.734883,-122.461387786,2016-04-18 17:14:08.158525
USD,uberSELECT,0.0,0,$12-13,13.0,uberSELECT,12.0,12.0,57c0ff4e-1493-4ef9-a4df-6b961525cf92,1.2,37.734883,-122.461387786,2016-04-18 17:14:08.158525
USD,UberBLACK,0.0,0,$15,15.0,UberBLACK,15.0,15.0,d4abaae7-f4d6-4152-91cc-77523e8165a4,1.0,37.734883,-122.461387786,2016-04-18 17:14:08.158525
USD,UberSUV,0.0,0,$25,25.0,UberSUV,25.0,25.0,8920cb5e-51a4-4fa4-acdf-dd86c5e18ae0,1.0,37.734883,-122.461387786,2016-04-18 17:14:08.158525
USD,ASSIST,0.0,0,$6-7,7.0,ASSIST,6.0,7.0,ff5ed8fe-6585-4803-be13-3ca541235de3,1.0,37.734883,-122.461387786,2016-04-18 17:14:08.158525
USD,uberWAV,0.0,0,$8-9,9.0,uberWAV,8.0,9.0,2832a1f5-cfc0-48bb-ab76-7ea7a62060e7,1.0,37.734883,-122.461387786,2016-04-18 17:14:08.158525
,uberTAXI,0.0,0,Metered,,uberTAXI,,,3ab64887-4842-4c8e-9780-ccecd3a0391d,1.0,37.734883,-122.461387786,2016-04-18 17:14:08.158525
USD,uberX,0.0,0,$6-7,7.0,uberX,6.0,7.0,a1111c8c-c720-46c3-8534-2fcdd730040d,1.0,37.7397725714,-122.461387786,2016-04-18 17:14:08.994132
USD,uberXL,0.0,0,$8-9,9.0,uberXL,8.0,9.0,821415d8-3bd5-4e27-9604-194e4359a449,1.0,37.7397725714,-122.461387786,2016-04-18 17:14:08.994132
USD,uberSELECT,0.0,0,$12-13,13.0,uberSELECT,12.0,12.0,57c0ff4e-1493-4ef9-a4df-6b961525cf92,1.2,37.7397725714,-122.461387786,2016-04-18 17:14:08.994132
USD,UberBLACK,0.0,0,$15,15.0,UberBLACK,15.0,15.0,d4abaae7-f4d6-4152-91cc-77523e8165a4,1.0,37.7397725714,-122.461387786,2016-04-18 17:14:08.994132
USD,UberSUV,0.0,0,$25,25.0,UberSUV,25.0,25.0,8920cb5e-51a4-4fa4-acdf-dd86c5e18ae0,1.0,37.7397725714,-122.461387786,2016-04-18 17:14:08.994132
USD,ASSIST,0.0,0,$6-7,7.0,ASSIST,6.0,7.0,ff5ed8fe-6585-4803-be13-3ca541235de3,1.0,37.7397725714,-122.461387786,2016-04-18 17:14:08.994132
USD,uberWAV,0.0,0,$8-9,9.0,uberWAV,8.0,9.0,2832a1f5-cfc0-48bb-ab76-7ea7a62060e7,1.0,37.7397725714,-122.461387786,2016-04-18 17:14:08.994132
,uberTAXI,0.0,0,Metered,,uberTAXI,,,3ab64887-4842-4c8e-9780-ccecd3a0391d,1.0,37.7397725714,-122.461387786,2016-04-18 17:14:08.994132
USD,uberX,0.0,0,$6-7,7.0,uberX,6.0,7.0,a1111c8c-c720-46c3-8534-2fcdd730040d,1.0,37.7446621429,-122.461387786,2016-04-18 17:14:09.757893
USD,uberXL,0.0,0,$8-9,9.0,uberXL,8.0,9.0,821415d8-3bd5-4e27-9604-194e4359a449,1.0,37.7446621429,-122.461387786,2016-04-18 17:14:09.757893
USD,uberSELECT,0.0,0,$12-13,13.0,uberSELECT,12.0,12.0,57c0ff4e-1493-4ef9-a4df-6b961525cf92,1.2,37.7446621429,-122.461387786,2016-04-18 17:14:09.757893
USD,UberBLACK,0.0,0,$15,15.0,UberBLACK,15.0,15.0,d4abaae7-f4d6-4152-91cc-77523e8165a4,1.0,37.7446621429,-122.461387786,2016-04-18 17:14:09.757893
USD,UberSUV,0.0,0,$25,25.0,UberSUV,25.0,25.0,8920cb5e-51a4-4fa4-acdf-dd86c5e18ae0,1.0,37.7446621429,-122.461387786,2016-04-18 17:14:09.757893
